date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
2021-12-18,Semi final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 3 Elo 2294 (+24),21-15 / 21-12,Mayu MA.. / Wakana .. (4) Rank 5 Elo 2245 (-25),48,https://badmintonranks.com/tournament?id=14012,1,CHEN Qi Ming / JIA Yi Fan (1),3,2294,Mayu MATSUMOTO / Wakana NAGAHARA (4),5,2245
2021-12-18,Semi final,XD,Dechapol.. / Sapsiree .. (2) Rank 1 Elo 2406 (+11),15-21 / 21-7 / 21-10,TANG Ch.. / TSE Ying.. (5) Rank 7 Elo 2151 (-10),61,https://badmintonranks.com/tournament?id=14012,1,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI (2),1,2406,TANG Chun Man / TSE Ying Suet (5),7,2151
2021-12-18,Semi final,WS,Akane YAMAGUCHI (2) Rank 3 Elo 2501 (+2),21-19 / 21-19,ZHANG Yi Man Rank 46 Elo 1928 (-2),44,https://badmintonranks.com/tournament?id=14012,1,Akane YAMAGUCHI (2),3,2501,ZHANG Yi Man,46,1928
2021-12-18,Semi final,WS,TAI Tzu Ying (1) Rank 1 Elo 2542 (+13),21-17 / 13-21 / 21-14,HE Bing Jiao (8) Rank 9 Elo 2331 (-13),57,https://badmintonranks.com/tournament?id=14012,1,TAI Tzu Ying (1),1,2542,HE Bing Jiao (8),9,2331
2021-12-17,Quarter final,MD,Kim AST.. / Anders S.. (7) Rank 10 Elo 2071 (+21),26-28 / 21-13 / 21-9,Mark LA.. / Marvin S.. (12) Rank 16 Elo 1983 (-22),72,https://badmintonranks.com/tournament?id=14012,1,Kim ASTRUP / Anders Skaarup RASMUSSEN (7),10,2071,Mark LAMSFUSS / Marvin SEIDEL (12),16,1983
2021-12-17,Quarter final,MD,HE Ji Ting / TAN Qian.. (16) Rank 24 Elo 1949 (+30),22-20 / 21-14,GOH V S.. / TAN Wee.. (10) Rank 14 Elo 1957 (-30),40,https://badmintonranks.com/tournament?id=14012,1,HE Ji Ting / TAN Qiang (16),24,1949,GOH V Shem / TAN Wee Kiong (10),14,1957
2021-12-17,Quarter final,WD,LEE So H.. / SHIN Se.. (2) Rank 4 Elo 2199 (+9),19-21 / 21-18 / 21-18,Jongkolp.. / Rawinda .. (6) Rank 9 Elo 1923 (-10),83,https://badmintonranks.com/tournament?id=14012,1,LEE So Hee / SHIN Se Eum (2),4,2199,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI (6),9,1923
2021-12-17,Quarter final,WD,KIM So Y.. / KONG H.. (3) Rank 2 Elo 2196 (+7),21-8 / 21-18,Rin IWAN.. / Kie NAKA.. Rank 34 Elo 1874 (-9),52,https://badmintonranks.com/tournament?id=14012,1,KIM So Yeong / KONG Hee Yong (3),2,2196,Rin IWANAGA / Kie NAKANISHI,34,1874
2021-12-17,Quarter final,MS,LOH Kean Yew Rank 22 Elo 2328 (+12),21-14 / 21-12,PRANNOY H. S. Rank 32 Elo 2104 (-12),43,https://badmintonranks.com/tournament?id=14012,1,LOH Kean Yew,22,2328,PRANNOY H. S.,32,2104
2021-12-17,Quarter final,XD,Kyohei Y.. / Naru SHI.. Rank 53 Elo 1810 (+54),21-13 / 17-21 / 21-19,Rodion A.. / Alina DA.. (16) Rank 22 Elo 2025 (-45),67,https://badmintonranks.com/tournament?id=14012,2,Kyohei YAMASHITA / Naru SHINOYA,53,1810,Rodion ALIMOV / Alina DAVLETOVA (16),22,2025
2021-12-17,Quarter final,MS,Anders ANTONSEN (3) Rank 3 Elo 2389 (+12),12-21 / 21-8 / 11-1 Ret.,LEE Zii Jia (6) Rank 7 Elo 2307 (-12),48,https://badmintonranks.com/tournament?id=14012,2,Anders ANTONSEN (3),3,2389,LEE Zii Jia (6),7,2307
2021-12-17,Quarter final,XD,Yuta WAT.. / Arisa IGA.. (3) Rank 4 Elo 2355 (+4),21-14 / 21-19,Yuki KAN.. / Misaki M.. (13) Rank 18 Elo 1930 (-5),45,https://badmintonranks.com/tournament?id=14012,2,Yuta WATANABE / Arisa IGAKI (3),4,2355,Yuki KANEKO / Misaki MATSUTOMO (13),18,1930
2021-12-17,Quarter final,WS,ZHANG Yi Man Rank 46 Elo 1870 (+58),13-21 / 21-13 / 21-15,Ratchanok INTANON (7) Rank 8 Elo 2279 (-50),64,https://badmintonranks.com/tournament?id=14012,2,ZHANG Yi Man,46,1870,Ratchanok INTANON (7),8,2279
2021-12-17,Quarter final,WS,Akane YAMAGUCHI (2) Rank 3 Elo 2471 (+30),21-7 / 11-21 / 21-10,AN Se Young (5) Rank 4 Elo 2498 (-29),52,https://badmintonranks.com/tournament?id=14012,2,Akane YAMAGUCHI (2),3,2471,AN Se Young (5),4,2498
2021-12-17,Quarter final,XD,TANG Ch.. / TSE Ying.. (5) Rank 7 Elo 2137 (+14),21-11 / 21-10,Mark LA.. / Isabel LO.. (11) Rank 15 Elo 1956 (-16),33,https://badmintonranks.com/tournament?id=14012,2,TANG Chun Man / TSE Ying Suet (5),7,2137,Mark LAMSFUSS / Isabel LOHAU (11),15,1956
2021-12-17,Quarter final,MD,Takuro H.. / Yugo KO.. (5) Rank 4 Elo 2317 (+3),21-18 / 21-12,Keiichiro .. / Yoshinori .. Rank 43 Elo 1787 (-4),37,https://badmintonranks.com/tournament?id=14012,2,Takuro HOKI / Yugo KOBAYASHI (5),4,2317,Keiichiro MATSUI / Yoshinori TAKEUTI,43,1787
2021-12-17,Quarter final,MD,ONG Yew.. / TEO Ee .. (9) Rank 12 Elo 2097 (+38),12-21 / 21-17 / 21-15,LEE Yang / WANG C.. (3) Rank 3 Elo 2229 (-38),65,https://badmintonranks.com/tournament?id=14012,2,ONG Yew Sin / TEO Ee Yi (9),12,2097,LEE Yang / WANG Chang (3),3,2229
2021-12-17,Quarter final,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 3 Elo 2270 (+24),21-13 / 21-17,Nami MA.. / Chiharu .. (7) Rank 7 Elo 2233 (-25),45,https://badmintonranks.com/tournament?id=14012,2,CHEN Qi Ming / JIA Yi Fan (1),3,2270,Nami MATSUYAMA / Chiharu SHIDA (7),7,2233
2021-12-17,Quarter final,MS,Lakshya SEN Rank 19 Elo 2180 (+15),21-15 / 15-21 / 22-20,ZHAO Jun Peng Rank 42 Elo 2006 (-15),67,https://badmintonranks.com/tournament?id=14012,2,Lakshya SEN,19,2180,ZHAO Jun Peng,42,2006
2021-12-17,Quarter final,XD,Dechapol.. / Sapsiree .. (2) Rank 1 Elo 2402 (+4),21-15 / 21-13,GOH Soo.. / LAI Shev.. (10) Rank 14 Elo 1956 (-4),44,https://badmintonranks.com/tournament?id=14012,2,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI (2),1,2402,GOH Soon Huat / LAI Shevon Jemie (10),14,1956
2021-12-17,Quarter final,MS,KIDAMBI Srikanth (12) Rank 14 Elo 2192 (+20),21-8 / 21-7,Mark CALJOUW Rank 28 Elo 2102 (-21),26,https://badmintonranks.com/tournament?id=14012,2,KIDAMBI Srikanth (12),14,2192,Mark CALJOUW,28,2102
2021-12-17,Quarter final,WS,HE Bing Jiao (8) Rank 9 Elo 2325 (+6),21-16 / 21-18,HAN Yue Rank 30 Elo 1971 (-6),46,https://badmintonranks.com/tournament?id=14012,2,HE Bing Jiao (8),9,2325,HAN Yue,30,1971
2021-12-17,Quarter final,WD,Mayu MA.. / Wakana .. (4) Rank 5 Elo 2234 (+11),21-15 / 21-17,Gabriela .. / Stefani S.. (8) Rank 10 Elo 1975 (-11),41,https://badmintonranks.com/tournament?id=14012,2,Mayu MATSUMOTO / Wakana NAGAHARA (4),5,2234,Gabriela STOEVA / Stefani STOEVA (8),10,1975
2021-12-17,Quarter final,WS,TAI Tzu Ying (1) Rank 1 Elo 2527 (+15),21-17 / 21-13,PUSARLA V. Sindhu (6) Rank 7 Elo 2350 (-15),42,https://badmintonranks.com/tournament?id=14012,2,TAI Tzu Ying (1),1,2527,PUSARLA V. Sindhu (6),7,2350
2021-12-16,Round 3,MD,Kim AST.. / Anders S.. (7) Rank 10 Elo 2055 (+16),20-22 / 21-14 / 21-11,Vladimir I.. / Ivan SOZ.. (11) Rank 15 Elo 1893 (-17),62,https://badmintonranks.com/tournament?id=14012,2,Kim ASTRUP / Anders Skaarup RASMUSSEN (7),10,2055,Vladimir IVANOV / Ivan SOZONOV (11),15,1893
2021-12-16,Round 3,MD,Mark LA.. / Marvin S.. (12) Rank 16 Elo 1977 (+6),21-6 / 21-18,Torjus FL.. / Vegard RI.. Rank 103 Elo 1598 (-12),29,https://badmintonranks.com/tournament?id=14012,2,Mark LAMSFUSS / Marvin SEIDEL (12),16,1977,Torjus FLAATTEN / Vegard RIKHEIM,103,1598
2021-12-16,Round 3,XD,GOH Soo.. / LAI Shev.. (10) Rank 14 Elo 1945 (+11),21-8 / 19-21 / 21-19,YEUNG .. / NG Tsz Ya.. Rank 80 Elo 1685 (-16),51,https://badmintonranks.com/tournament?id=14012,2,GOH Soon Huat / LAI Shevon Jemie (10),14,1945,YEUNG Wing Lee / NG Tsz Yau,80,1685
2021-12-16,Round 3,MS,ZHAO Jun Peng Rank 42 Elo 1981 (+25),21-19 / 19-21 / 21-18,Nhat NGUYEN Rank 51 Elo 1942 (-26),87,https://badmintonranks.com/tournament?id=14012,2,ZHAO Jun Peng,42,1981,Nhat NGUYEN,51,1942
2021-12-16,Round 3,MS,Lakshya SEN Rank 19 Elo 2159 (+21),21-13 / 21-8,Kevin CORDON Rank 43 Elo 2071 (-20),32,https://badmintonranks.com/tournament?id=14012,2,Lakshya SEN,19,2159,Kevin CORDON,43,2071
2021-12-16,Round 3,MS,PRANNOY H. S. Rank 32 Elo 2069 (+35),16-21 / 21-8 / 22-20,Rasmus GEMKE (11) Rank 10 Elo 2169 (-35),76,https://badmintonranks.com/tournament?id=14012,3,PRANNOY H. S.,32,2069,Rasmus GEMKE (11),10,2169
2021-12-16,Round 3,WS,Akane YAMAGUCHI (2) Rank 3 Elo 2461 (+10),21-15 / 21-18,Sayaka TAKAHASHI (12) Rank 13 Elo 2208 (-10),34,https://badmintonranks.com/tournament?id=14012,3,Akane YAMAGUCHI (2),3,2461,Sayaka TAKAHASHI (12),13,2208
2021-12-16,Round 3,WS,AN Se Young (5) Rank 4 Elo 2494 (+4),17-21 / 22-20 / 21-19,WANG Zhi Yi (14) Rank 17 Elo 2071 (-4),81,https://badmintonranks.com/tournament?id=14012,3,AN Se Young (5),4,2494,WANG Zhi Yi (14),17,2071
2021-12-16,Round 3,MS,LEE Zii Jia (6) Rank 7 Elo 2290 (+17),21-15 / 15-21 / 21-10,Hans-Kristian Solberg VI.. Rank 21 Elo 2161 (-18),58,https://badmintonranks.com/tournament?id=14012,3,LEE Zii Jia (6),7,2290,Hans-Kristian Solberg VITTINGHUS,21,2161
2021-12-16,Round 3,MS,Anders ANTONSEN (3) Rank 3 Elo 2376 (+13),21-9 / 21-11,LEE Cheuk Yiu (13) Rank 15 Elo 2182 (-14),36,https://badmintonranks.com/tournament?id=14012,3,Anders ANTONSEN (3),3,2376,LEE Cheuk Yiu (13),15,2182
2021-12-16,Round 3,XD,Kyohei Y.. / Naru SHI.. Rank 53 Elo 1759 (+51),17-21 / 21-17 / 21-17,Robin TA.. / Selena PI.. (14) Rank 20 Elo 1900 (-42),67,https://badmintonranks.com/tournament?id=14012,3,Kyohei YAMASHITA / Naru SHINOYA,53,1759,Robin TABELING / Selena PIEK (14),20,1900
2021-12-16,Round 3,XD,Dechapol.. / Sapsiree .. (2) Rank 1 Elo 2401 (+1),21-9 / 21-16,Mathias T.. / Mai SURR.. Rank 56 Elo 1711 (-1),35,https://badmintonranks.com/tournament?id=14012,3,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI (2),1,2401,Mathias THYRRI / Mai SURROW,56,1711
2021-12-16,Round 3,WD,KIM So Y.. / KONG H.. (3) Rank 2 Elo 2187 (+9),21-13 / 21-19,Maiken F.. / Sara THY.. (11) Rank 17 Elo 1906 (-10),52,https://badmintonranks.com/tournament?id=14012,3,KIM So Yeong / KONG Hee Yong (3),2,2187,Maiken FRUERGAARD / Sara THYGESEN (11),17,1906
2021-12-16,Round 3,MD,GOH V S.. / TAN Wee.. (10) Rank 14 Elo 1949 (+8),21-14 / 14-21 / 21-17,Bjarne G.. / Jan Colin .. Rank 68 Elo 1638 (-15),50,https://badmintonranks.com/tournament?id=14012,3,GOH V Shem / TAN Wee Kiong (10),14,1949,Bjarne GEHNERT / Jan Colin STICHLING,68,1638
2021-12-16,Round 3,MS,LOH Kean Yew Rank 22 Elo 2321 (+7),21-4 / 21-7,Kantaphon WANGCH.. (16) Rank 20 Elo 1992 (-8),30,https://badmintonranks.com/tournament?id=14012,3,LOH Kean Yew,22,2321,Kantaphon WANGCHAROEN (16),20,1992
2021-12-16,Round 3,MD,HE Ji Ting / TAN Qian.. (16) Rank 24 Elo 1903 (+46),17-21 / 21-14 / 21-16,Aaron CH.. / SOH Wo.. (4) Rank 7 Elo 2114 (-42),50,https://badmintonranks.com/tournament?id=14012,3,HE Ji Ting / TAN Qiang (16),24,1903,Aaron CHIA / SOH Wooi Yik (4),7,2114
2021-12-16,Round 3,WS,HE Bing Jiao (8) Rank 9 Elo 2311 (+14),21-13 / 21-10,Mia BLICHFELDT (13) Rank 14 Elo 2119 (-14),39,https://badmintonranks.com/tournament?id=14012,3,HE Bing Jiao (8),9,2311,Mia BLICHFELDT (13),14,2119
2021-12-16,Round 3,MS,Mark CALJOUW Rank 28 Elo 2081 (+21),22-20 / 21-12,Brian YANG Rank 41 Elo 1989 (-21),41,https://badmintonranks.com/tournament?id=14012,3,Mark CALJOUW,28,2081,Brian YANG,41,1989
2021-12-16,Round 3,XD,Mark LA.. / Isabel LO.. (11) Rank 15 Elo 1931 (+25),21-13 / 13-21 / 21-18,HOO Pan.. / CHEAH Y.. Rank 23 Elo 1874 (-26),63,https://badmintonranks.com/tournament?id=14012,3,Mark LAMSFUSS / Isabel LOHAU (11),15,1931,HOO Pang Ron / CHEAH Yee See,23,1874
2021-12-16,Round 3,XD,TANG Ch.. / TSE Ying.. (5) Rank 7 Elo 2118 (+19),21-15 / 16-21 / 21-16,Mathias .. / Alexandr.. (12) Rank 13 Elo 2010 (-20),68,https://badmintonranks.com/tournament?id=14012,3,TANG Chun Man / TSE Ying Suet (5),7,2118,Mathias THYRRI / Alexandra BOE (12),13,2010
2021-12-16,Round 3,WD,Rin IWAN.. / Kie NAKA.. Rank 34 Elo 1825 (+49),21-12 / 17-21 / 21-18,LI Wen M.. / ZHENG .. (10) Rank 15 Elo 2007 (-42),83,https://badmintonranks.com/tournament?id=14012,3,Rin IWANAGA / Kie NAKANISHI,34,1825,LI Wen Mei / ZHENG Si Wei (10),15,2007
2021-12-16,Round 3,WD,LEE So H.. / SHIN Se.. (2) Rank 4 Elo 2196 (+3),21-17 / 21-18,NG Tsz Y.. / YUEN Sin .. Rank 57 Elo 1725 (-5),53,https://badmintonranks.com/tournament?id=14012,3,LEE So Hee / SHIN Se Eum (2),4,2196,NG Tsz Yau / YUEN Sin Yan,57,1725
2021-12-16,Round 3,MD,Keiichiro .. / Yoshinori .. Rank 43 Elo 1758 (+29),24-22 / 25-23,Fabien D.. / William VI.. Rank 64 Elo 1674 (-35),55,https://badmintonranks.com/tournament?id=14012,3,Keiichiro MATSUI / Yoshinori TAKEUTI,43,1758,Fabien DELRUE / William VILLEGER,64,1674
2021-12-16,Round 3,XD,Yuta WAT.. / Arisa IGA.. (3) Rank 4 Elo 2351 (+4),21-19 / 21-19,TAN Kian.. / LAI Pei Ji.. (9) Rank 11 Elo 1908 (-4),49,https://badmintonranks.com/tournament?id=14012,3,Yuta WATANABE / Arisa IGAKI (3),4,2351,TAN Kian Meng / LAI Pei Jing (9),11,1908
2021-12-16,Round 3,MD,LEE Yang / WANG C.. (3) Rank 3 Elo 2218 (+11),21-18 / 17-21 / 21-18,GOH Sze.. / Nur IZZU.. (14) Rank 18 Elo 1976 (-12),68,https://badmintonranks.com/tournament?id=14012,4,LEE Yang / WANG Chang (3),3,2218,GOH Sze Fei / Nur IZZUDDIN (14),18,1976
2021-12-16,Round 3,MS,KIDAMBI Srikanth (12) Rank 14 Elo 2166 (+26),21-10 / 21-15,LU Guang Zu Rank 27 Elo 2148 (-26),40,https://badmintonranks.com/tournament?id=14012,4,KIDAMBI Srikanth (12),14,2166,LU Guang Zu,27,2148
2021-12-16,Round 3,MD,Takuro H.. / Yugo KO.. (5) Rank 4 Elo 2315 (+2),21-14 / 21-15,Christoph.. / Matthew .. Rank 59 Elo 1744 (-3),37,https://badmintonranks.com/tournament?id=14012,4,Takuro HOKI / Yugo KOBAYASHI (5),4,2315,Christoph WEGNER / Matthew NOTTINGHAM,59,1744
2021-12-16,Round 3,WD,CHEN Qi.. / JIA Yi Fan (1) Rank 3 Elo 2265 (+5),21-11 / 21-17,Rachel H.. / Kristen T.. (15) Rank 23 Elo 1846 (-5),48,https://badmintonranks.com/tournament?id=14012,4,CHEN Qi Ming / JIA Yi Fan (1),3,2265,Rachel HU / Kristen TSAI (15),23,1846
2021-12-16,Round 3,MD,ONG Yew.. / TEO Ee .. (9) Rank 12 Elo 2070 (+27),22-20 / 18-21 / 21-15,Satwiksai.. / Chirag S.. (8) Rank 9 Elo 2062 (-27),68,https://badmintonranks.com/tournament?id=14012,4,ONG Yew Sin / TEO Ee Yi (9),12,2070,Satwiksairaj RANKIREDDY / Chirag SHETTY (8),9,2062
2021-12-16,Round 3,WS,Ratchanok INTANON (7) Rank 8 Elo 2273 (+6),23-21 / 21-9,Line CHRISTOPHERSEN Rank 22 Elo 1925 (-7),34,https://badmintonranks.com/tournament?id=14012,4,Ratchanok INTANON (7),8,2273,Line CHRISTOPHERSEN,22,1925
2021-12-16,Round 3,WS,HAN Yue Rank 30 Elo 1928 (+43),21-19 / 21-19,Michelle LI (10) Rank 11 Elo 2102 (-40),49,https://badmintonranks.com/tournament?id=14012,4,HAN Yue,30,1928,Michelle LI (10),11,2102
2021-12-16,Round 3,WD,Gabriela .. / Stefani S.. (8) Rank 10 Elo 1962 (+13),21-10 / 21-9,Chloe CO.. / Lauren S.. (9) Rank 13 Elo 1755 (-18),31,https://badmintonranks.com/tournament?id=14012,4,Gabriela STOEVA / Stefani STOEVA (8),10,1962,Chloe COBB / Lauren SMITH (9),13,1755
2021-12-16,Round 3,WD,Nami MA.. / Chiharu .. (7) Rank 7 Elo 2222 (+11),21-15 / 21-15,Puttita S.. / Sapsiree .. (12) Rank 18 Elo 1981 (-12),43,https://badmintonranks.com/tournament?id=14012,4,Nami MATSUYAMA / Chiharu SHIDA (7),7,2222,Puttita SUPAJIRAKUL / Sapsiree TAERATTANACHAI (12),18,1981
2021-12-16,Round 3,WS,ZHANG Yi Man Rank 46 Elo 1815 (+55),21-16 / 21-19,KIM Ga Eun (16) Rank 20 Elo 2082 (-45),38,https://badmintonranks.com/tournament?id=14012,4,ZHANG Yi Man,46,1815,KIM Ga Eun (16),20,2082
2021-12-16,Round 3,WD,Jongkolp.. / Rawinda .. (6) Rank 9 Elo 1903 (+20),21-13 / 21-15,Ashwini P.. / REDDY Si.. Rank 21 Elo 1784 (-23),38,https://badmintonranks.com/tournament?id=14012,4,Jongkolphan KITITHARAKUL / Rawinda PRAJONGJAI (6),9,1903,Ashwini PONNAPPA / REDDY Sikki Gupta,21,1784
2021-12-16,Round 3,XD,Yuki KAN.. / Misaki M.. (13) Rank 18 Elo 1895 (+35),21-15 / 21-16,Thom GI.. / Delphine .. (8) Rank 12 Elo 1952 (-34),48,https://badmintonranks.com/tournament?id=14012,4,Yuki KANEKO / Misaki MATSUTOMO (13),18,1895,Thom GICQUEL / Delphine DELRUE (8),12,1952
2021-12-16,Round 3,WD,Mayu MA.. / Wakana .. (4) Rank 5 Elo 2232 (+2),21-14 / 21-14,NG Wing .. / YEUNG N.. Rank 62 Elo 1724 (-4),42,https://badmintonranks.com/tournament?id=14012,4,Mayu MATSUMOTO / Wakana NAGAHARA (4),5,2232,NG Wing Yung / YEUNG Nga Ting,62,1724
2021-12-16,Round 3,WS,PUSARLA V. Sindhu (6) Rank 7 Elo 2325 (+25),21-14 / 21-18,Pornpawee CHOCHU.. (9) Rank 10 Elo 2297 (-25),48,https://badmintonranks.com/tournament?id=14012,4,PUSARLA V. Sindhu (6),7,2325,Pornpawee CHOCHUWONG (9),10,2297
2021-12-16,Round 3,WS,TAI Tzu Ying (1) Rank 1 Elo 2524 (+3),21-10 / 19-21 / 21-11,Kirsty GILMOUR Rank 21 Elo 2063 (-4),48,https://badmintonranks.com/tournament?id=14012,4,TAI Tzu Ying (1),1,2524,Kirsty GILMOUR,21,2063
2021-12-15,Round 2,XD,GOH Soo.. / LAI Shev.. (10) Rank 14 Elo 1919 (+26),21-13 / 21-16,Supak JO.. / Supissara .. Rank 26 Elo 1881 (-26),31,https://badmintonranks.com/tournament?id=14012,4,GOH Soon Huat / LAI Shevon Jemie (10),14,1919,Supak JOMKOH / Supissara PACHARAMONGKOL,26,1881
2021-12-15,Round 2,XD,Mark LA.. / Isabel LO.. (11) Rank 15 Elo 1918 (+13),21-18 / 18-21 / 21-16,Dejan FE.. / Serena K.. Rank 97 Elo 1708 (-19),65,https://badmintonranks.com/tournament?id=14012,4,Mark LAMSFUSS / Isabel LOHAU (11),15,1918,Dejan FERDINANSYAH / Serena KOTHLOW,97,1708
2021-12-15,Round 2,XD,TANG Ch.. / TSE Ying.. (5) Rank 7 Elo 2112 (+6),21-10 / 21-15,Adam HA.. / Julie MAC.. Rank 51 Elo 1756 (-8),29,https://badmintonranks.com/tournament?id=14012,4,TANG Chun Man / TSE Ying Suet (5),7,2112,Adam HALL / Julie MACPHERSON,51,1756
2021-12-15,Round 2,WS,Ratchanok INTANON (7) Rank 8 Elo 2271 (+2),21-8 / 21-12,YIP Pui Yin Rank 65 Elo 1705 (-3),33,https://badmintonranks.com/tournament?id=14012,4,Ratchanok INTANON (7),8,2271,YIP Pui Yin,65,1705
2021-12-15,Round 2,MS,Kantaphon WANGCH.. (16) Rank 20 Elo 1984 (+8),21-14 / 21-14,Kai SCHAEFER Rank 76 Elo 1661 (-13),48,https://badmintonranks.com/tournament?id=14012,4,Kantaphon WANGCHAROEN (16),20,1984,Kai SCHAEFER,76,1661
2021-12-15,Round 2,MD,Aaron CH.. / SOH Wo.. (4) Rank 7 Elo 2105 (+9),21-18 / 20-22 / 21-16,OU Xuan .. / ZHANG N.. Rank 27 Elo 1827 (-11),56,https://badmintonranks.com/tournament?id=14012,5,Aaron CHIA / SOH Wooi Yik (4),7,2105,OU Xuan Yi / ZHANG Nan,27,1827
2021-12-15,Round 2,XD,Mathias .. / Alexandr.. (12) Rank 13 Elo 2001 (+9),21-16 / 17-21 / 21-14,GUO Xin .. / ZHANG S.. Rank 41 Elo 1697 (-13),69,https://badmintonranks.com/tournament?id=14012,5,Mathias THYRRI / Alexandra BOE (12),13,2001,GUO Xin Wa / ZHANG Shu Xian,41,1697
2021-12-15,Round 2,MS,LEE Cheuk Yiu (13) Rank 15 Elo 2176 (+6),21-13 / 21-15,Ade Resky DWICAHYO Rank 75 Elo 1794 (-7),35,https://badmintonranks.com/tournament?id=14012,5,LEE Cheuk Yiu (13),15,2176,Ade Resky DWICAHYO,75,1794
2021-12-15,Round 2,MS,Anders ANTONSEN (3) Rank 3 Elo 2374 (+2),21-11 / 21-15,Niluka KARUNARATNE Rank 124 Elo 1723 (-1),39,https://badmintonranks.com/tournament?id=14012,5,Anders ANTONSEN (3),3,2374,Niluka KARUNARATNE,124,1723
2021-12-15,Round 2,WS,KIM Ga Eun (16) Rank 20 Elo 2049 (+33),21-18 / 24-22,Lalinrat CHAIWAN Rank 19 Elo 2127 (-33),44,https://badmintonranks.com/tournament?id=14012,5,KIM Ga Eun (16),20,2049,Lalinrat CHAIWAN,19,2127
