date,round,type,winner_raw,score,loser_raw,duration,tournament_url,page_number,tournament_name,winner_name,winner_rank,winner_elo,loser_name,loser_rank,loser_elo
10/1/2026,Semi final,XD,JIANG Zhen Bang / WEI Ya Xin (2) Rank 2 Elo 2334 (+6),21-15 / 21-14,Jesper TOFT / Amalie MAGELUND Rank 11 Elo 1996 (-8),37,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,JIANG Zhen Bang / WEI Ya Xin (2),2.0,2334,Jesper TOFT / Amalie MAGELUND,11.0,1996
10/1/2026,Semi final,XD,FENG Yan Zhe / HUANG Dong Ping (1) Rank 1 Elo 2512 (+6),21-14 / 21-14,TANG Chun Man / TSE Ying Suet (7) Rank 8 Elo 2152 (-6),38,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,FENG Yan Zhe / HUANG Dong Ping (1),1.0,2512,TANG Chun Man / TSE Ying Suet (7),8.0,2152
10/1/2026,Semi final,WD,LIU Sheng Shu / TAN Ning (1) Rank 1 Elo 2372 (+6),21-8 / 21-17,JEONG Na Eun / LEE Yeon Woo Rank 19 Elo 1991 (-5),61,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,LIU Sheng Shu / TAN Ning (1),1.0,2372,JEONG Na Eun / LEE Yeon Woo,19.0,1991
10/1/2026,Semi final,WD,BAEK Ha Na / LEE So Hee (6) Rank 6 Elo 2326 (+21),21-16 / 21-12,Yuki FUKUSHIMA / Mayu MATSUMOTO (5) Rank 5 Elo 2250 (-21),64,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,BAEK Ha Na / LEE So Hee (6),6.0,2326,Yuki FUKUSHIMA / Mayu MATSUMOTO (5),5.0,2250
10/1/2026,Semi final,WS,WANG Zhi Yi (2) Rank 2 Elo 2576 (+4),21-16 / 21-15,PUSARLA V. Sindhu Rank 18 Elo 2151 (-5),52,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,WANG Zhi Yi (2),2.0,2576,PUSARLA V. Sindhu,18.0,2151
9/1/2026,Quarter final,MD,Aaron CHIA / SOH Wooi Yik (2) Rank 2 Elo 2086 (+35),21-19 / 21-10,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI (8) Rank 8 Elo 2190 (-34),34,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,Aaron CHIA / SOH Wooi Yik (2),2.0,2086,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI (8),8.0,2190
9/1/2026,Quarter final,MD,KIM Won Ho / SEO Seung Jae (1) Rank 1 Elo 2460 (+6),21-17 / 21-14,MAN Wei Chong / TEE Kai Wun (5) Rank 5 Elo 2102 (-6),41,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,KIM Won Ho / SEO Seung Jae (1),1.0,2460,MAN Wei Chong / TEE Kai Wun (5),5.0,2102
9/1/2026,Quarter final,MS,Kunlavut VITIDSARN (2) Rank 2 Elo 2423 (+20),15-21 / 21-10 / 21-13,Alex LANIER (7) Rank 8 Elo 2338 (-20),82,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,Kunlavut VITIDSARN (2),2.0,2423,Alex LANIER (7),8.0,2338
9/1/2026,Quarter final,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI (6) Rank 6 Elo 2135 (+31),21-10 / 23-21,Satwiksairaj RANKIREDDY / Chirag SHETTY (3) Rank 3 Elo 2190 (-30),47,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,Fajar ALFIAN / Muhammad Shohibul FIKRI (6),6.0,2135,Satwiksairaj RANKIREDDY / Chirag SHETTY (3),3.0,2190
9/1/2026,Quarter final,XD,TANG Chun Man / TSE Ying Suet (7) Rank 8 Elo 2117 (+35),21-17 / 17-21 / 21-10,CHEN Tang Jie / TOH Ee Wei (4) Rank 4 Elo 2231 (-35),67,https://badmintonranks.com/tournament?id=14659,1,Malaysia_Open_2026,TANG Chun Man / TSE Ying Suet (7),8.0,2117,CHEN Tang Jie / TOH Ee Wei (4),4.0,2231
9/1/2026,Quarter final,XD,FENG Yan Zhe / HUANG Dong Ping (1) Rank 1 Elo 2507 (+5),21-16 / 21-9,GUO Xin Wa / CHEN Fang Hui (6) Rank 6 Elo 2137 (-6),33,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,FENG Yan Zhe / HUANG Dong Ping (1),1.0,2507,GUO Xin Wa / CHEN Fang Hui (6),6.0,2137
9/1/2026,Quarter final,MD,Ben LANE / Sean VENDY Rank 16 Elo 2077 (+36),22-20 / 21-19,Takuro HOKI / Yugo KOBAYASHI Rank 11 Elo 2210 (-36),45,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,Ben LANE / Sean VENDY,16.0,2077,Takuro HOKI / Yugo KOBAYASHI,11.0,2210
9/1/2026,Quarter final,WD,JEONG Na Eun / LEE Yeon Woo Rank 19 Elo 1971 (+20),21-10 / 21-15,Kaho OSAWA / Mai TANABE Rank 28 Elo 1879 (-23),52,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,JEONG Na Eun / LEE Yeon Woo,19.0,1971,Kaho OSAWA / Mai TANABE,28.0,1879
9/1/2026,Quarter final,WD,LIU Sheng Shu / TAN Ning (1) Rank 1 Elo 2369 (+3),21-15 / 21-12,Ririna HIRAMOTO / Kokona ISHIKAWA Rank 37 Elo 1884 (-4),48,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,LIU Sheng Shu / TAN Ning (1),1.0,2369,Ririna HIRAMOTO / Kokona ISHIKAWA,37.0,1884
9/1/2026,Quarter final,MS,Jonatan CHRISTIE (4) Rank 4 Elo 2349 (+21),21-17 / 21-13,Kodai NARAOKA (8) Rank 9 Elo 2276 (-20),47,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,Jonatan CHRISTIE (4),4.0,2349,Kodai NARAOKA (8),9.0,2276
9/1/2026,Quarter final,WD,Yuki FUKUSHIMA / Mayu MATSUMOTO (5) Rank 5 Elo 2245 (+5),21-11 / 21-17,HSU Yin-Hui / LIN Jhih Yong Rank 14 Elo 1836 (-6),38,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,Yuki FUKUSHIMA / Mayu MATSUMOTO (5),5.0,2245,HSU Yin-Hui / LIN Jhih Yong,14.0,1836
9/1/2026,Quarter final,XD,Jesper TOFT / Amalie MAGELUND Rank 11 Elo 1951 (+45),21-12 / 8-21 / 21-19,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL (3) Rank 3 Elo 2174 (-41),57,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,Jesper TOFT / Amalie MAGELUND,11.0,1951,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL (3),3.0,2174
9/1/2026,Quarter final,WS,WANG Zhi Yi (2) Rank 2 Elo 2568 (+8),21-17 / 21-18,Putri Kusuma WARDANI (6) Rank 6 Elo 2264 (-8),50,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,WANG Zhi Yi (2),2.0,2568,Putri Kusuma WARDANI (6),6.0,2264
9/1/2026,Quarter final,MS,Anders ANTONSEN (3) Rank 3 Elo 2396 (+11),21-9 / 21-12,Kenta NISHIMOTO Rank 14 Elo 2168 (-11),46,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,Anders ANTONSEN (3),3.0,2396,Kenta NISHIMOTO,14.0,2168
9/1/2026,Quarter final,XD,JIANG Zhen Bang / WEI Ya Xin (2) Rank 2 Elo 2331 (+3),21-16 / 21-13,Presley SHIN Jian Da / Jennie GAI Rank 32 Elo 1849 (-4),35,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,JIANG Zhen Bang / WEI Ya Xin (2),2.0,2331,Presley SHIN Jian Da / Jennie GAI,32.0,1849
9/1/2026,Quarter final,MS,SHI Yu Qi (1) Rank 1 Elo 2572 (+4),21-10 / 21-7,LEE Cheuk Yiu Rank 18 Elo 2137 (-4),31,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,SHI Yu Qi (1),1.0,2572,LEE Cheuk Yiu,18.0,2137
9/1/2026,Quarter final,WD,BAEK Ha Na / LEE So Hee (6) Rank 6 Elo 2320 (+6),13-21 / 21-19 / 21-13,Febriana Dwipuji KUSUMA / Meilysa Trias PUSPITASARI Rank 60 Elo 1969 (-6),86,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,BAEK Ha Na / LEE So Hee (6),6.0,2320,Febriana Dwipuji KUSUMA / Meilysa Trias PUSPITASARI,60.0,1969
9/1/2026,Quarter final,WS,PUSARLA V. Sindhu Rank 18 Elo 2141 (+10),21-11 Ret.,Akane YAMAGUCHI (3) Rank 3 Elo 2511 (-10),12,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,PUSARLA V. Sindhu,18.0,2141,Akane YAMAGUCHI (3),3.0,2511
9/1/2026,Quarter final,WS,CHEN Yu Fei (4) Rank 4 Elo 2567 (+7),21-13 / 21-14,Ratchanok INTANON (7) Rank 7 Elo 2252 (-7),39,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,CHEN Yu Fei (4),4.0,2567,Ratchanok INTANON (7),7.0,2252
9/1/2026,Quarter final,WS,AN Se Young (1) Rank 1 Elo 2819 (+0),21-8 / 21-9,Line Højmark KJAERSFELDT Rank 26 Elo 1895 (-0),34,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,AN Se Young (1),1.0,2819,Line Højmark KJAERSFELDT,26.0,1895
8/1/2026,Round 2,MD,KIM Won Ho / SEO Seung Jae (1) Rank 1 Elo 2458 (+2),21-15 / 21-16,Nur Mohd Azriyn Ayub / TAN Wee Kiong Rank 28 Elo 1870 (-2),41,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,KIM Won Ho / SEO Seung Jae (1),1.0,2458,Nur Mohd Azriyn Ayub / TAN Wee Kiong,28.0,1870
8/1/2026,Round 2,WD,Ririna HIRAMOTO / Kokona ISHIKAWA Rank 37 Elo 1852 (+32),21-14 / 15-21 / 21-18,HSIEH Pei Lan / HUNG En-Tzu (7) Rank 9 Elo 1875 (-31),74,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,Ririna HIRAMOTO / Kokona ISHIKAWA,37.0,1852,HSIEH Pei Lan / HUNG En-Tzu (7),9.0,1875
8/1/2026,Round 2,MD,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI (8) Rank 8 Elo 2180 (+10),21-10 / 14-21 / 21-19,KANG Min Hyuk / KI Dong Ju Rank 22 Elo 1942 (-11),68,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,Sabar Karyaman GUTAMA / Moh Reza Pahlevi ISFAHANI (8),8.0,2180,KANG Min Hyuk / KI Dong Ju,22.0,1942
8/1/2026,Round 2,WS,WANG Zhi Yi (2) Rank 2 Elo 2566 (+2),21-15 / 21-8,LIN Hsiang Ti Rank 21 Elo 2025 (-2),43,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,WANG Zhi Yi (2),2.0,2566,LIN Hsiang Ti,21.0,2025
8/1/2026,Round 2,MS,Kunlavut VITIDSARN (2) Rank 2 Elo 2414 (+9),21-12 / 21-14,Koki WATANABE Rank 25 Elo 2151 (-10),47,https://badmintonranks.com/tournament?id=14659,2,Malaysia_Open_2026,Kunlavut VITIDSARN (2),2.0,2414,Koki WATANABE,25.0,2151
8/1/2026,Round 2,WS,Putri Kusuma WARDANI (6) Rank 6 Elo 2254 (+10),5-21 / 21-16 / 21-18,ZHANG Beiwen Rank 24 Elo 2004 (-10),49,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Putri Kusuma WARDANI (6),6.0,2254,ZHANG Beiwen,24.0,2004
8/1/2026,Round 2,WD,LIU Sheng Shu / TAN Ning (1) Rank 1 Elo 2365 (+4),21-19 / 21-9,Rui HIROKAMI / Sayaka HIROTA Rank 16 Elo 1957 (-5),49,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,LIU Sheng Shu / TAN Ning (1),1.0,2365,Rui HIROKAMI / Sayaka HIROTA,16.0,1957
8/1/2026,Round 2,MS,Kenta NISHIMOTO Rank 14 Elo 2136 (+32),21-17 / 21-15,CHOU Tien Chen (5) Rank 6 Elo 2235 (-33),50,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Kenta NISHIMOTO,14.0,2136,CHOU Tien Chen (5),6.0,2235
8/1/2026,Round 2,MD,Fajar ALFIAN / Muhammad Shohibul FIKRI (6) Rank 6 Elo 2127 (+8),21-19 / 21-19,CHEN Zhi Xian / LIN Yu Chieh Rank 38 Elo 1828 (-9),44,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Fajar ALFIAN / Muhammad Shohibul FIKRI (6),6.0,2127,CHEN Zhi Xian / LIN Yu Chieh,38.0,1828
8/1/2026,Round 2,WD,Yuki FUKUSHIMA / Mayu MATSUMOTO (5) Rank 5 Elo 2244 (+1),21-6 / 21-14,Paulina CHALUPSKA / Kornelia MARCHEWKA Rank 45 Elo 1642 (-3),32,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Yuki FUKUSHIMA / Mayu MATSUMOTO (5),5.0,2244,Paulina CHALUPSKA / Kornelia MARCHEWKA,45.0,1642
8/1/2026,Round 2,MD,MAN Wei Chong / TEE Kai Wun (5) Rank 5 Elo 2087 (+15),21-9 / 21-15,Hiroki MIDORIKAWA / Kyohei YAMASHITA Rank 26 Elo 1943 (-17),29,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,MAN Wei Chong / TEE Kai Wun (5),5.0,2087,Hiroki MIDORIKAWA / Kyohei YAMASHITA,26.0,1943
8/1/2026,Round 2,MS,Alex LANIER (7) Rank 8 Elo 2331 (+7),21-8 / 21-19,Nhat NGUYEN Rank 31 Elo 2035 (-8),44,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Alex LANIER (7),8.0,2331,Nhat NGUYEN,31.0,2035
8/1/2026,Round 2,WD,HSU Yin-Hui / LIN Jhih Yong Rank 14 Elo 1836 (+0),W.O.,JIA Yi Fan / ZHANG .. (4) Rank 4 Elo 2345 (-4),0,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,HSU Yin-Hui / LIN Jhih Yong,14.0,1836,JIA Yi Fan / ZHANG .. (4),4.0,2345
8/1/2026,Round 2,MD,Aaron CHIA / SOH Wooi Yik (2) Rank 2 Elo 2079 (+7),21-14 / 14-21 / 21-14,CHEN Xu Jun / LIU Yang Rank Elo 1761 (-9),62,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Aaron CHIA / SOH Wooi Yik (2),2.0,2079,CHEN Xu Jun / LIU Yang,,1761
8/1/2026,Round 2,WS,Akane YAMAGUCHI (3) Rank 3 Elo 2502 (+9),21-11 / 4-21 / 21-17,GAO Fang jie Rank 11 Elo 2214 (-8),52,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Akane YAMAGUCHI (3),3.0,2502,GAO Fang jie,11.0,2214
8/1/2026,Round 2,XD,FENG Yan Zhe / HUANG Dong Ping (1) Rank 1 Elo 2505 (+2),22-20 / 21-16,CHENG Chi Ya / ZHANG Chi Rank 14 Elo 1955 (-2),50,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,FENG Yan Zhe / HUANG Dong Ping (1),1.0,2505,CHENG Chi Ya / ZHANG Chi,14.0,1955
8/1/2026,Round 2,WD,BAEK Ha Na / LEE So Hee (6) Rank 6 Elo 2317 (+3),21-12 / 21-9,HU Ling Fang / JHENG Yu Chieh Rank 27 Elo 1827 (-3),38,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,BAEK Ha Na / LEE So Hee (6),6.0,2317,HU Ling Fang / JHENG Yu Chieh,27.0,1827
8/1/2026,Round 2,XD,GUO Xin Wa / CHEN Fang Hui (6) Rank 6 Elo 2129 (+8),13-21 / 21-16 / 21-10,Marvin SEIDEL / Thuc Phuong NGUYEN Rank 40 Elo 1843 (-10),56,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,GUO Xin Wa / CHEN Fang Hui (6),6.0,2129,Marvin SEIDEL / Thuc Phuong NGUYEN,40.0,1843
8/1/2026,Round 2,MS,Anders ANTONSEN (3) Rank 3 Elo 2390 (+6),21-16 / 21-15,Victor LAI Rank 22 Elo 2027 (-6),59,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Anders ANTONSEN (3),3.0,2390,Victor LAI,22.0,2027
8/1/2026,Round 2,XD,Jesper TOFT / Amalie MAGELUND Rank 11 Elo 1938 (+13),17-21 / 21-14 / 21-13,Julien MAIO / Lea PALERMO Rank 44 Elo 1731 (-18),62,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Jesper TOFT / Amalie MAGELUND,11.0,1938,Julien MAIO / Lea PALERMO,44.0,1731
8/1/2026,Round 2,MD,Satwiksairaj RANKIREDDY / Chirag SHETTY (3) Rank 3 Elo 2181 (+9),21-18 / 21-11,Junaidi ARIFFIN / YAP Roy King Rank 17 Elo 1926 (-10),39,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Satwiksairaj RANKIREDDY / Chirag SHETTY (3),3.0,2181,Junaidi ARIFFIN / YAP Roy King,17.0,1926
8/1/2026,Round 2,WS,PUSARLA V. Sindhu Rank 18 Elo 2113 (+28),21-8 / 21-13,Tomoka MIYAZAKI (8) Rank 9 Elo 2144 (-28),33,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,PUSARLA V. Sindhu,18.0,2113,Tomoka MIYAZAKI (8),9.0,2144
8/1/2026,Round 2,WS,Ratchanok INTANON (7) Rank 7 Elo 2227 (+25),21-8 / 21-7,Mia BLICHFELDT Rank 20 Elo 2225 (-25),30,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Ratchanok INTANON (7),7.0,2227,Mia BLICHFELDT,20.0,2225
8/1/2026,Round 2,MS,Kodai NARAOKA (8) Rank 9 Elo 2259 (+17),21-18 / 16-21 / 21-16,LU Guang Zu Rank 16 Elo 2145 (-17),90,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Kodai NARAOKA (8),9.0,2259,LU Guang Zu,16.0,2145
8/1/2026,Round 2,WD,Febriana Dwipuji KUSUMA / Meilysa Trias PUSPITASARI Rank 60 Elo 1921 (+48),26-24 / 21-17,Pearly TAN / THINAAH Muralitharan (2) Rank 2 Elo 2261 (-45),54,https://badmintonranks.com/tournament?id=14659,3,Malaysia_Open_2026,Febriana Dwipuji KUSUMA / Meilysa Trias PUSPITASARI,60.0,1921,Pearly TAN / THINAAH Muralitharan (2),2.0,2261
8/1/2026,Round 2,MD,Takuro HOKI / Yugo KOBAYASHI Rank 11 Elo 2202 (+8),24-22 / 21-10,Kakeru KUMAGAI / Hiroki NISHI Rank 34 Elo 1917 (-9),39,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,Takuro HOKI / Yugo KOBAYASHI,11.0,2202,Kakeru KUMAGAI / Hiroki NISHI,34.0,1917
8/1/2026,Round 2,MS,Jonatan CHRISTIE (4) Rank 4 Elo 2341 (+8),21-18 / 21-11,LEONG Jun Hao Rank 28 Elo 2058 (-8),55,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,Jonatan CHRISTIE (4),4.0,2341,LEONG Jun Hao,28.0,2058
8/1/2026,Round 2,XD,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL (3) Rank 3 Elo 2168 (+6),16-21 / 21-8 / 21-19,Akira KOGA / Natsu SAITO Rank Elo 1830 (-7),67,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,Dechapol PUAVARANUKROH / Supissara PACHARAMONGKOL (3),3.0,2168,Akira KOGA / Natsu SAITO,,1830
8/1/2026,Round 2,MD,Ben LANE / Sean VENDY Rank 16 Elo 2050 (+27),21-13 / 21-17,GOH Sze Fei / Nur IZZUDDIN (7) Rank 7 Elo 2051 (-26),42,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,Ben LANE / Sean VENDY,16.0,2050,GOH Sze Fei / Nur IZZUDDIN (7),7.0,2051
8/1/2026,Round 2,WD,Kaho OSAWA / Mai TANABE Rank 28 Elo 1823 (+56),23-21 / 17-21 / 21-19,KIM Hye Rin / KONG Hee Yong (3) Rank 3 Elo 2205 (-46),93,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,Kaho OSAWA / Mai TANABE,28.0,1823,KIM Hye Rin / KONG Hee Yong (3),3.0,2205
8/1/2026,Round 2,MS,LEE Cheuk Yiu Rank 18 Elo 2100 (+37),22-20 / 21-15,Lakshya SEN Rank 13 Elo 2268 (-37),53,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,LEE Cheuk Yiu,18.0,2100,Lakshya SEN,13.0,2268
8/1/2026,Round 2,XD,JIANG Zhen Bang / WEI Ya Xin (2) Rank 2 Elo 2329 (+2),21-12 / 21-12,Phuwana.. / Benyapa AIMSAARD Rank 64 Elo 1775 (-2),31,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,JIANG Zhen Bang / WEI Ya Xin (2),2.0,2329,Phuwana.. / Benyapa AIMSAARD,64.0,1775
8/1/2026,Round 2,WS,CHEN Yu Fei (4) Rank 4 Elo 2565 (+2),19-21 / 21-12 / 21-9,Busanan ONGBAMRUNGPHAN Rank 19 Elo 2032 (-3),69,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,CHEN Yu Fei (4),4.0,2565,Busanan ONGBAMRUNGPHAN,19.0,2032
8/1/2026,Round 2,XD,CHEN Tang Jie / TOH Ee Wei (4) Rank 4 Elo 2222 (+9),21-13 / 23-21,HOO Pang Ron / CHENG Su Yin Rank 21 Elo 1938 (-9),41,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,CHEN Tang Jie / TOH Ee Wei (4),4.0,2222,HOO Pang Ron / CHENG Su Yin,21.0,1938
8/1/2026,Round 2,WD,JEONG Na Eun / LEE Yeon Woo Rank 19 Elo 1964 (+7),21-14 / 21-13,Ornnicha JONGSATHAPORNPARN / Sukitta SUWACHAI Rank 47 Elo 1619 (-12),44,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,JEONG Na Eun / LEE Yeon Woo,19.0,1964,Ornnicha JONGSATHAPORNPARN / Sukitta SUWACHAI,47.0,1619
8/1/2026,Round 2,WS,Line Højmark KJAERSFELDT Rank 26 Elo 1895 (+0),W.O.,HAN Yue (5) Rank 5 Elo 2399 (-4),0,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,Line Højmark KJAERSFELDT,26.0,1895,HAN Yue (5),5.0,2399
8/1/2026,Round 2,MS,SHI Yu Qi (1) Rank 1 Elo 2570 (+2),21-18 / 18-21 / 21-12,Ayush SHETTY Rank 32 Elo 2036 (-2),70,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,SHI Yu Qi (1),1.0,2570,Ayush SHETTY,32.0,2036
8/1/2026,Round 2,XD,Presley SHIN Jian Da / Jennie GAI Rank 32 Elo 1801 (+48),21-9 / 21-17,GOH Soon Huat / LAI Shevon Jemie (8) Rank 9 Elo 1979 (-40),35,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,Presley SHIN Jian Da / Jennie GAI,32.0,1801,GOH Soon Huat / LAI Shevon Jemie (8),9.0,1979
8/1/2026,Round 2,WS,AN Se Young (1) Rank 1 Elo 2818 (+1),21-17 / 21-7,Nozomi OKUHARA Rank 30 Elo 2092 (-1),37,https://badmintonranks.com/tournament?id=14659,4,Malaysia_Open_2026,AN Se Young (1),1.0,2818,Nozomi OKUHARA,30.0,2092
